  51821570 19.4833 37.4833 0 0.05081 0.19765 0 954.79 216.972 0 0.0031327 0.0140533 0 4 0 0 0
  107162775 18.1846 37.4945 0 0.03777 0.03112 0 8440.05 12599 0 0.0015974 0.0010238 0 1 0 0 0
  107164309 18.9825 37.9041 0 0.03864 0.02668 0 8992.84 13885.8 0 0.0018923 0.001143 0 1 0 0 0
  107169288 18.8767 37.8177 0 0.04171 0.02036 0 5410.44 11325 0 0.0003323 0.0001028 0 1 0 0 0
  107175234 19.4625 38.8761 0 0.05819 0.03901 0 1862.21 2957.43 0 0.0051358 0.0025974 0 1 0 0 0
  107197197 19.6137 37.9052 0 0.03823 0.03252 0 10799.4 11790.6 0 0.0008214 0.0006956 0 2 0 0 0
  107201353 19.5352 37.9184 0 0.03707 0.03649 0 3932.03 4215.63 0 9.87e-05 0.0001264 0 2 0 0 0
  107283130 19.7078 38.0893 0 0.04774 0.03678 0 17198.2 18662.9 0 0.0004745 0.0004407 0 2 0 0 0
  107285473 19.6181 37.7975 0 0.04095 0.03943 0 7899.96 7661.82 0 0.0009803 0.0002067 0 2 0 0 0
  107375520 19.9071 38.0188 0 0.13571 0.12808 0 160.616 170.215 0 0.127517 0.121726 0 2 0 0 0
  107723355 19.813 37.7657 0 0.13432 0.13971 0 427.859 363.931 0 0.128805 0.155984 0 2 0 0 0
  107727301 19.8271 38.0747 0 0.12615 0.13461 0 415.329 376.758 0 0.0014434 0.0045823 0 2 0 0 0
  107781369 19.3865 38.1566 0 0.11496 0.16008 0 171.401 130.135 0 0.404144 0.528233 0 1 0 0 0
  107783473 19.4056 38.2248 0 0.12473 0.14528 0 186.43 166.746 0 0.0046928 0.0031289 0 1 0 0 0
  108346572 19.9788 37.8747 0 0.04846 0.04752 0 743.957 718.978 0 0.055327 0.0569373 0 1 0 0 0
  108353778 19.6084 37.8213 0 0.04763 0.05807 0 665.812 561.997 0 0.0010603 0.0015596 0 1 0 0 0
  108427151 19.4545 37.6583 0 0.04144 0.04363 0 647.547 608.096 0 0.0571407 0.0626916 0 1 0 0 0
  108587506 19.9528 37.2699 0 0.05074 0.05245 0 584.931 517.609 0 0.0666092 0.0742104 0 1 0 0 0
