  103614575 35.3705 20.187 15.5491 0.47259 0.17857 0.41728 683.934 1726.08 742.018 0.0005848 0.0007379 0.0009181 4 0.68055 0.217475 11.479
  107164455 35.8215 21.7635 16.9179 0.06275 0.15363 0.15309 228.137 92.3901 102.173 0.0490102 0.123616 0.110762 1 0.2182 0.0861725 84.1291
  107175825 36.8575 21.7802 17.6364 0.10158 0.10433 0.06293 30.5756 35.1135 54.3301 0.245194 0.21696 0.179639 1 0.19604 0.0627369 45.943
  107197590 36.1805 21.1973 16.7627 0.10506 0.1132 0.09153 176.621 151.044 191.26 0.0319394 0.0378499 0.0294653 2 0.19849 0.0909133 48.2758
  107203765 36.2783 20.3721 16.265 0.09671 0.11008 0.08629 81.75 63.813 91.6166 0.008272 0.029356 0.0124917 2 0.18904 0.084645 50.5834
  107283447 35.883 22.4664 17.4377 0.10252 0.1181 0.06422 156.54 137.168 246.445 0.0296527 0.0362299 0.0221267 2 0.21226 0.0618167 49.7992
  107285727 36.0829 20.1211 15.9531 0.10341 0.11399 0.06763 163.981 154.168 239.585 0.0060164 0.0098666 0.0037745 2 0.20716 0.0664999 48.4316
  107375967 35.938 19.859 15.681 0.36856 0.29032 0.46135 78.7061 98.763 64.9633 1.3341 1.07888 1.67321 4 0.5217 0.409942 4.01325
  107376714 35.9123 19.8049 15.6353 0.39032 0.3194 0.49643 157.271 220.825 138.876 1.3894 0.989754 1.58976 4 0.55255 0.450999 4.46938
  107723686 36.0693 19.5279 15.3427 0.37178 0.16044 0.33424 204.657 455.956 204.83 1.13525 0.511649 1.1382 4 0.53664 0.199817 12.4559
  107728361 35.9228 19.6478 15.4492 0.38723 0.19001 0.36541 2980.92 6026.13 3272.13 0.0002782 0.0002506 0.0002614 4 0.55804 0.246305 12.3824
  107781582 36.5866 21.0323 16.9734 0.35715 0.17654 0.33816 202.996 394.343 208.11 1.05334 0.535706 1.00869 4 0.51462 0.229349 12.3587
  107784295 35.5891 19.3837 15.0465 0.36868 0.17297 0.34193 6197.48 13283.7 6727.14 0.000144 0.0001175 0.0002113 4 0.53158 0.221547 12.3854
  108346998 33.9165 20.646 14.991 0.1377 0.16343 0.14754 112.277 89.0922 98.7674 0.971389 1.01645 0.9174 4 0.26604 0.143305 53.9848
  108427366 35.953 19.8136 15.6031 0.13576 0.10609 0.12278 180.997 212.24 189.45 0.554484 0.485301 0.545614 4 0.21434 0.11575 31.9143
  108587805 35.73 20.185 15.6526 0.1328 0.13123 0.15395 196.276 175.635 139.16 0.522822 0.580238 0.743225 4 0.21446 0.153901 43.934
